subject_id,story,altruistic_status,first_meeting,stage,response,response_status,strategy,understood,pass_attention
9805670813e7bc47d6bdddf5623f03f1,scheduling,equal,alice,second,alice,equal,repeating,yes,TRUE
9805670813e7bc47d6bdddf5623f03f1,gifts,more,alice,first,alice,more,NA,yes,TRUE
9805670813e7bc47d6bdddf5623f03f1,gifts,more,alice,second,alice,more,repeating,yes,TRUE
9805670813e7bc47d6bdddf5623f03f1,conversation,equal,bob,first,alice,equal,NA,yes,TRUE
9805670813e7bc47d6bdddf5623f03f1,conversation,equal,bob,second,bob,equal,repeating,yes,TRUE
9805670813e7bc47d6bdddf5623f03f1,fundraising,more,bob,first,bob,more,NA,yes,TRUE
9805670813e7bc47d6bdddf5623f03f1,fundraising,more,bob,second,bob,more,repeating,yes,TRUE
4cb90c5a920cf7116ccf8b8b2a8c3622,groceries,less,bob,first,bob,less,NA,yes,TRUE
4cb90c5a920cf7116ccf8b8b2a8c3622,groceries,less,bob,second,bob,less,repeating,yes,TRUE
4cb90c5a920cf7116ccf8b8b2a8c3622,meeting location,equal,bob,first,alice,equal,NA,yes,TRUE
4cb90c5a920cf7116ccf8b8b2a8c3622,meeting location,equal,bob,second,bob,equal,repeating,yes,TRUE
4cb90c5a920cf7116ccf8b8b2a8c3622,fundraising,more,alice,first,alice,more,NA,yes,TRUE
4cb90c5a920cf7116ccf8b8b2a8c3622,fundraising,more,alice,second,alice,more,repeating,yes,TRUE
4cb90c5a920cf7116ccf8b8b2a8c3622,babysitting,more,alice,first,bob,less,NA,yes,TRUE
4cb90c5a920cf7116ccf8b8b2a8c3622,babysitting,more,alice,second,bob,less,alternating,yes,TRUE
4cb90c5a920cf7116ccf8b8b2a8c3622,concerts,equal,bob,first,bob,equal,NA,yes,TRUE
4cb90c5a920cf7116ccf8b8b2a8c3622,concerts,equal,bob,second,alice,equal,alternating,yes,TRUE
4cb90c5a920cf7116ccf8b8b2a8c3622,family meals,less,alice,first,bob,more,NA,yes,TRUE
4cb90c5a920cf7116ccf8b8b2a8c3622,family meals,less,alice,second,bob,more,alternating,yes,TRUE
4cb90c5a920cf7116ccf8b8b2a8c3622,conversation,less,bob,first,alice,more,NA,yes,TRUE
4cb90c5a920cf7116ccf8b8b2a8c3622,conversation,less,bob,second,bob,less,repeating,yes,TRUE
4cb90c5a920cf7116ccf8b8b2a8c3622,weekend,less,alice,first,bob,more,NA,yes,TRUE
4cb90c5a920cf7116ccf8b8b2a8c3622,weekend,less,alice,second,bob,more,alternating,yes,TRUE
4cb90c5a920cf7116ccf8b8b2a8c3622,coffee,less,bob,first,alice,more,NA,yes,TRUE
4cb90c5a920cf7116ccf8b8b2a8c3622,coffee,less,bob,second,alice,more,alternating,yes,TRUE
4cb90c5a920cf7116ccf8b8b2a8c3622,police,equal,bob,first,bob,equal,NA,yes,TRUE
4cb90c5a920cf7116ccf8b8b2a8c3622,police,equal,bob,second,alice,equal,alternating,yes,TRUE
4cb90c5a920cf7116ccf8b8b2a8c3622,gifts,more,bob,first,bob,more,NA,yes,TRUE
4cb90c5a920cf7116ccf8b8b2a8c3622,gifts,more,bob,second,bob,more,repeating,yes,TRUE
4cb90c5a920cf7116ccf8b8b2a8c3622,feedback,equal,alice,first,alice,equal,NA,yes,TRUE
4cb90c5a920cf7116ccf8b8b2a8c3622,feedback,equal,alice,second,bob,equal,alternating,yes,TRUE
4cb90c5a920cf7116ccf8b8b2a8c3622,group project,more,bob,first,bob,more,NA,yes,TRUE
4cb90c5a920cf7116ccf8b8b2a8c3622,group project,more,bob,second,alice,less,alternating,yes,TRUE
4cb90c5a920cf7116ccf8b8b2a8c3622,scheduling,less,alice,first,bob,more,NA,yes,TRUE
4cb90c5a920cf7116ccf8b8b2a8c3622,scheduling,less,alice,second,bob,more,alternating,yes,TRUE
4cb90c5a920cf7116ccf8b8b2a8c3622,restaurant,equal,alice,first,bob,equal,NA,yes,TRUE
4cb90c5a920cf7116ccf8b8b2a8c3622,restaurant,equal,alice,second,bob,equal,alternating,yes,TRUE
4cb90c5a920cf7116ccf8b8b2a8c3622,meeting prep,more,alice,first,alice,more,NA,yes,TRUE
4cb90c5a920cf7116ccf8b8b2a8c3622,meeting prep,more,alice,second,alice,more,repeating,yes,TRUE
4cb90c5a920cf7116ccf8b8b2a8c3622,architects,more,bob,first,bob,more,NA,yes,TRUE
4cb90c5a920cf7116ccf8b8b2a8c3622,architects,more,bob,second,bob,more,repeating,yes,TRUE
4cb90c5a920cf7116ccf8b8b2a8c3622,housemates,equal,alice,first,bob,equal,NA,yes,TRUE
4cb90c5a920cf7116ccf8b8b2a8c3622,housemates,equal,alice,second,bob,equal,alternating,yes,TRUE
aa39df0ae8fcf1f6173486a0c46933c4,weekend,more,bob,first,alice,less,NA,yes,TRUE
aa39df0ae8fcf1f6173486a0c46933c4,weekend,more,bob,second,alice,less,alternating,yes,TRUE
aa39df0ae8fcf1f6173486a0c46933c4,architects,equal,bob,first,bob,equal,NA,yes,TRUE
aa39df0ae8fcf1f6173486a0c46933c4,architects,equal,bob,second,bob,equal,repeating,yes,TRUE
aa39df0ae8fcf1f6173486a0c46933c4,babysitting,equal,alice,first,alice,equal,NA,yes,TRUE
aa39df0ae8fcf1f6173486a0c46933c4,babysitting,equal,alice,second,alice,equal,repeating,yes,TRUE
aa39df0ae8fcf1f6173486a0c46933c4,meeting prep,equal,alice,first,bob,equal,NA,yes,TRUE
aa39df0ae8fcf1f6173486a0c46933c4,meeting prep,equal,alice,second,bob,equal,alternating,yes,TRUE
aa39df0ae8fcf1f6173486a0c46933c4,police,less,bob,first,bob,less,NA,yes,TRUE
aa39df0ae8fcf1f6173486a0c46933c4,police,less,bob,second,bob,less,repeating,yes,TRUE
aa39df0ae8fcf1f6173486a0c46933c4,coffee,more,alice,first,bob,less,NA,yes,TRUE
aa39df0ae8fcf1f6173486a0c46933c4,coffee,more,alice,second,bob,less,alternating,yes,TRUE
aa39df0ae8fcf1f6173486a0c46933c4,family meals,more,bob,first,alice,less,NA,yes,TRUE
aa39df0ae8fcf1f6173486a0c46933c4,family meals,more,bob,second,alice,less,alternating,yes,TRUE
aa39df0ae8fcf1f6173486a0c46933c4,conversation,more,alice,first,alice,more,NA,yes,TRUE
aa39df0ae8fcf1f6173486a0c46933c4,conversation,more,alice,second,alice,more,repeating,yes,TRUE
aa39df0ae8fcf1f6173486a0c46933c4,scheduling,more,bob,first,bob,more,NA,yes,TRUE
aa39df0ae8fcf1f6173486a0c46933c4,scheduling,more,bob,second,alice,less,alternating,yes,TRUE
aa39df0ae8fcf1f6173486a0c46933c4,concerts,less,bob,first,bob,less,NA,yes,TRUE
aa39df0ae8fcf1f6173486a0c46933c4,concerts,less,bob,second,bob,less,repeating,yes,TRUE
aa39df0ae8fcf1f6173486a0c46933c4,housemates,less,alice,first,alice,less,NA,yes,TRUE
aa39df0ae8fcf1f6173486a0c46933c4,housemates,less,alice,second,alice,less,repeating,yes,TRUE
aa39df0ae8fcf1f6173486a0c46933c4,fundraising,equal,alice,first,alice,equal,NA,yes,TRUE
aa39df0ae8fcf1f6173486a0c46933c4,fundraising,equal,alice,second,bob,equal,alternating,yes,TRUE
aa39df0ae8fcf1f6173486a0c46933c4,gifts,equal,bob,first,alice,equal,NA,yes,TRUE
aa39df0ae8fcf1f6173486a0c46933c4,gifts,equal,bob,second,bob,equal,repeating,yes,TRUE
aa39df0ae8fcf1f6173486a0c46933c4,restaurant,less,alice,first,alice,less,NA,yes,TRUE
aa39df0ae8fcf1f6173486a0c46933c4,restaurant,less,alice,second,alice,less,repeating,yes,TRUE
aa39df0ae8fcf1f6173486a0c46933c4,meeting location,less,bob,first,bob,less,NA,yes,TRUE
aa39df0ae8fcf1f6173486a0c46933c4,meeting location,less,bob,second,bob,less,repeating,yes,TRUE
aa39df0ae8fcf1f6173486a0c46933c4,group project,equal,bob,first,bob,equal,NA,yes,TRUE
aa39df0ae8fcf1f6173486a0c46933c4,group project,equal,bob,second,alice,equal,alternating,yes,TRUE
aa39df0ae8fcf1f6173486a0c46933c4,groceries,more,alice,first,bob,less,NA,yes,TRUE
aa39df0ae8fcf1f6173486a0c46933c4,groceries,more,alice,second,bob,less,alternating,yes,TRUE
aa39df0ae8fcf1f6173486a0c46933c4,feedback,less,alice,first,alice,less,NA,yes,TRUE
aa39df0ae8fcf1f6173486a0c46933c4,feedback,less,alice,second,bob,more,alternating,yes,TRUE
b6602ac183cc461a37ec312e8a10f51b,architects,more,bob,first,bob,more,NA,yes,TRUE
b6602ac183cc461a37ec312e8a10f51b,architects,more,bob,second,bob,more,repeating,yes,TRUE
b6602ac183cc461a37ec312e8a10f51b,gifts,equal,bob,first,bob,equal,NA,yes,TRUE
b6602ac183cc461a37ec312e8a10f51b,gifts,equal,bob,second,alice,equal,alternating,yes,TRUE
b6602ac183cc461a37ec312e8a10f51b,meeting prep,equal,alice,first,bob,equal,NA,yes,TRUE
b6602ac183cc461a37ec312e8a10f51b,meeting prep,equal,alice,second,alice,equal,repeating,yes,TRUE
b6602ac183cc461a37ec312e8a10f51b,feedback,equal,bob,first,alice,equal,NA,yes,TRUE
b6602ac183cc461a37ec312e8a10f51b,feedback,equal,bob,second,alice,equal,alternating,yes,TRUE
b6602ac183cc461a37ec312e8a10f51b,concerts,less,alice,first,bob,more,NA,yes,TRUE
b6602ac183cc461a37ec312e8a10f51b,concerts,less,alice,second,bob,more,alternating,yes,TRUE
b6602ac183cc461a37ec312e8a10f51b,police,equal,alice,first,alice,equal,NA,yes,TRUE
b6602ac183cc461a37ec312e8a10f51b,police,equal,alice,second,bob,equal,alternating,yes,TRUE
b6602ac183cc461a37ec312e8a10f51b,family meals,more,alice,first,alice,more,NA,yes,TRUE
b6602ac183cc461a37ec312e8a10f51b,family meals,more,alice,second,alice,more,repeating,yes,TRUE
b6602ac183cc461a37ec312e8a10f51b,scheduling,less,bob,first,bob,less,NA,yes,TRUE
b6602ac183cc461a37ec312e8a10f51b,scheduling,less,bob,second,bob,less,repeating,yes,TRUE
b6602ac183cc461a37ec312e8a10f51b,groceries,more,bob,first,alice,less,NA,yes,TRUE
b6602ac183cc461a37ec312e8a10f51b,groceries,more,bob,second,bob,more,repeating,yes,TRUE
b6602ac183cc461a37ec312e8a10f51b,babysitting,more,alice,first,bob,less,NA,yes,TRUE
b6602ac183cc461a37ec312e8a10f51b,babysitting,more,alice,second,bob,less,alternating,yes,TRUE
b6602ac183cc461a37ec312e8a10f51b,conversation,less,alice,first,bob,more,NA,yes,TRUE
b6602ac183cc461a37ec312e8a10f51b,conversation,less,alice,second,alice,less,repeating,yes,TRUE
b6602ac183cc461a37ec312e8a10f51b,housemates,less,bob,first,alice,more,NA,yes,TRUE
b6602ac183cc461a37ec312e8a10f51b,housemates,less,bob,second,alice,more,alternating,yes,TRUE
b6602ac183cc461a37ec312e8a10f51b,fundraising,equal,alice,first,alice,equal,NA,yes,TRUE
b6602ac183cc461a37ec312e8a10f51b,fundraising,equal,alice,second,bob,equal,alternating,yes,TRUE
b6602ac183cc461a37ec312e8a10f51b,weekend,equal,bob,first,alice,equal,NA,yes,TRUE
b6602ac183cc461a37ec312e8a10f51b,weekend,equal,bob,second,alice,equal,alternating,yes,TRUE
b6602ac183cc461a37ec312e8a10f51b,coffee,more,bob,first,bob,more,NA,yes,TRUE
b6602ac183cc461a37ec312e8a10f51b,coffee,more,bob,second,bob,more,repeating,yes,TRUE
b6602ac183cc461a37ec312e8a10f51b,group project,more,alice,first,alice,more,NA,yes,TRUE
b6602ac183cc461a37ec312e8a10f51b,group project,more,alice,second,alice,more,repeating,yes,TRUE
b6602ac183cc461a37ec312e8a10f51b,meeting location,less,bob,first,bob,less,NA,yes,TRUE
b6602ac183cc461a37ec312e8a10f51b,meeting location,less,bob,second,bob,less,repeating,yes,TRUE
b6602ac183cc461a37ec312e8a10f51b,restaurant,less,alice,first,alice,less,NA,yes,TRUE
b6602ac183cc461a37ec312e8a10f51b,restaurant,less,alice,second,bob,more,alternating,yes,TRUE
09e2eaf92f7ee281c061ec65dc95d11d,gifts,more,bob,first,bob,more,NA,yes,TRUE
09e2eaf92f7ee281c061ec65dc95d11d,gifts,more,bob,second,bob,more,repeating,yes,TRUE
09e2eaf92f7ee281c061ec65dc95d11d,weekend,less,alice,first,alice,less,NA,yes,TRUE
09e2eaf92f7ee281c061ec65dc95d11d,weekend,less,alice,second,alice,less,repeating,yes,TRUE
09e2eaf92f7ee281c061ec65dc95d11d,group project,more,bob,first,bob,more,NA,yes,TRUE
09e2eaf92f7ee281c061ec65dc95d11d,group project,more,bob,second,bob,more,repeating,yes,TRUE
09e2eaf92f7ee281c061ec65dc95d11d,meeting prep,more,alice,first,bob,less,NA,yes,TRUE
09e2eaf92f7ee281c061ec65dc95d11d,meeting prep,more,alice,second,alice,more,repeating,yes,TRUE
09e2eaf92f7ee281c061ec65dc95d11d,feedback,equal,alice,first,alice,equal,NA,yes,TRUE
09e2eaf92f7ee281c061ec65dc95d11d,feedback,equal,alice,second,bob,equal,alternating,yes,TRUE
09e2eaf92f7ee281c061ec65dc95d11d,groceries,less,bob,first,bob,less,NA,yes,TRUE
09e2eaf92f7ee281c061ec65dc95d11d,groceries,less,bob,second,bob,less,repeating,yes,TRUE
09e2eaf92f7ee281c061ec65dc95d11d,family meals,less,alice,first,bob,more,NA,yes,TRUE
09e2eaf92f7ee281c061ec65dc95d11d,family meals,less,alice,second,bob,more,alternating,yes,TRUE
09e2eaf92f7ee281c061ec65dc95d11d,meeting location,equal,bob,first,alice,equal,NA,yes,TRUE
09e2eaf92f7ee281c061ec65dc95d11d,meeting location,equal,bob,second,alice,equal,alternating,yes,TRUE
09e2eaf92f7ee281c061ec65dc95d11d,police,equal,bob,first,alice,equal,NA,yes,TRUE
09e2eaf92f7ee281c061ec65dc95d11d,police,equal,bob,second,alice,equal,alternating,yes,TRUE
09e2eaf92f7ee281c061ec65dc95d11d,concerts,equal,bob,first,alice,equal,NA,yes,TRUE
09e2eaf92f7ee281c061ec65dc95d11d,concerts,equal,bob,second,alice,equal,alternating,yes,TRUE
09e2eaf92f7ee281c061ec65dc95d11d,coffee,less,bob,first,alice,more,NA,yes,TRUE
09e2eaf92f7ee281c061ec65dc95d11d,coffee,less,bob,second,alice,more,alternating,yes,TRUE
09e2eaf92f7ee281c061ec65dc95d11d,architects,more,bob,first,bob,more,NA,yes,TRUE
09e2eaf92f7ee281c061ec65dc95d11d,architects,more,bob,second,bob,more,repeating,yes,TRUE
09e2eaf92f7ee281c061ec65dc95d11d,conversation,less,bob,first,alice,more,NA,yes,TRUE
09e2eaf92f7ee281c061ec65dc95d11d,conversation,less,bob,second,alice,more,alternating,yes,TRUE
09e2eaf92f7ee281c061ec65dc95d11d,housemates,equal,alice,first,alice,equal,NA,yes,TRUE
09e2eaf92f7ee281c061ec65dc95d11d,housemates,equal,alice,second,bob,equal,alternating,yes,TRUE
09e2eaf92f7ee281c061ec65dc95d11d,fundraising,more,alice,first,alice,more,NA,yes,TRUE
09e2eaf92f7ee281c061ec65dc95d11d,fundraising,more,alice,second,alice,more,repeating,yes,TRUE
09e2eaf92f7ee281c061ec65dc95d11d,scheduling,less,alice,first,alice,less,NA,yes,TRUE
09e2eaf92f7ee281c061ec65dc95d11d,scheduling,less,alice,second,alice,less,repeating,yes,TRUE
09e2eaf92f7ee281c061ec65dc95d11d,restaurant,equal,alice,first,alice,equal,NA,yes,TRUE
09e2eaf92f7ee281c061ec65dc95d11d,restaurant,equal,alice,second,bob,equal,alternating,yes,TRUE
09e2eaf92f7ee281c061ec65dc95d11d,babysitting,more,alice,first,bob,less,NA,yes,TRUE
09e2eaf92f7ee281c061ec65dc95d11d,babysitting,more,alice,second,alice,more,repeating,yes,TRUE
e4707145e0841a9808d37774ac041981,weekend,equal,bob,first,bob,equal,NA,yes,TRUE
e4707145e0841a9808d37774ac041981,weekend,equal,bob,second,bob,equal,repeating,yes,TRUE
e4707145e0841a9808d37774ac041981,housemates,less,bob,first,bob,less,NA,yes,TRUE
e4707145e0841a9808d37774ac041981,housemates,less,bob,second,bob,less,repeating,yes,TRUE
e4707145e0841a9808d37774ac041981,fundraising,equal,alice,first,alice,equal,NA,yes,TRUE
e4707145e0841a9808d37774ac041981,fundraising,equal,alice,second,alice,equal,repeating,yes,TRUE
e4707145e0841a9808d37774ac041981,groceries,more,bob,first,alice,less,NA,yes,TRUE
e4707145e0841a9808d37774ac041981,groceries,more,bob,second,alice,less,alternating,yes,TRUE
e4707145e0841a9808d37774ac041981,meeting prep,equal,alice,first,bob,equal,NA,yes,TRUE
e4707145e0841a9808d37774ac041981,meeting prep,equal,alice,second,alice,equal,repeating,yes,TRUE
e4707145e0841a9808d37774ac041981,architects,more,bob,first,bob,more,NA,yes,TRUE
e4707145e0841a9808d37774ac041981,architects,more,bob,second,bob,more,repeating,yes,TRUE
e4707145e0841a9808d37774ac041981,coffee,more,bob,first,bob,more,NA,yes,TRUE
e4707145e0841a9808d37774ac041981,coffee,more,bob,second,alice,less,alternating,yes,TRUE
e4707145e0841a9808d37774ac041981,group project,more,alice,first,bob,less,NA,yes,TRUE
e4707145e0841a9808d37774ac041981,group project,more,alice,second,alice,more,repeating,yes,TRUE
e4707145e0841a9808d37774ac041981,babysitting,more,alice,first,bob,less,NA,yes,TRUE
e4707145e0841a9808d37774ac041981,babysitting,more,alice,second,alice,more,repeating,yes,TRUE
e4707145e0841a9808d37774ac041981,meeting location,less,bob,first,bob,less,NA,yes,TRUE
e4707145e0841a9808d37774ac041981,meeting location,less,bob,second,bob,less,repeating,yes,TRUE
e4707145e0841a9808d37774ac041981,concerts,less,alice,first,bob,more,NA,yes,TRUE
e4707145e0841a9808d37774ac041981,concerts,less,alice,second,bob,more,alternating,yes,TRUE
e4707145e0841a9808d37774ac041981,conversation,less,alice,first,alice,less,NA,yes,TRUE
e4707145e0841a9808d37774ac041981,conversation,less,alice,second,alice,less,repeating,yes,TRUE
e4707145e0841a9808d37774ac041981,feedback,equal,bob,first,bob,equal,NA,yes,TRUE
e4707145e0841a9808d37774ac041981,feedback,equal,bob,second,bob,equal,repeating,yes,TRUE
e4707145e0841a9808d37774ac041981,scheduling,less,bob,first,alice,more,NA,yes,TRUE
e4707145e0841a9808d37774ac041981,scheduling,less,bob,second,bob,less,repeating,yes,TRUE
e4707145e0841a9808d37774ac041981,police,equal,alice,first,alice,equal,NA,yes,TRUE
e4707145e0841a9808d37774ac041981,police,equal,alice,second,alice,equal,repeating,yes,TRUE
e4707145e0841a9808d37774ac041981,restaurant,less,alice,first,alice,less,NA,yes,TRUE
e4707145e0841a9808d37774ac041981,restaurant,less,alice,second,bob,more,alternating,yes,TRUE
e4707145e0841a9808d37774ac041981,gifts,equal,bob,first,alice,equal,NA,yes,TRUE
e4707145e0841a9808d37774ac041981,gifts,equal,bob,second,alice,equal,alternating,yes,TRUE
e4707145e0841a9808d37774ac041981,family meals,more,alice,first,alice,more,NA,yes,TRUE
e4707145e0841a9808d37774ac041981,family meals,more,alice,second,alice,more,repeating,yes,TRUE
c19d76b092381ee3506ae463f140a4d8,concerts,more,alice,first,alice,more,NA,yes,TRUE
c19d76b092381ee3506ae463f140a4d8,concerts,more,alice,second,alice,more,repeating,yes,TRUE
c19d76b092381ee3506ae463f140a4d8,group project,equal,alice,first,alice,equal,NA,yes,TRUE
c19d76b092381ee3506ae463f140a4d8,group project,equal,alice,second,bob,equal,alternating,yes,TRUE
c19d76b092381ee3506ae463f140a4d8,gifts,more,bob,first,bob,more,NA,yes,TRUE
c19d76b092381ee3506ae463f140a4d8,gifts,more,bob,second,bob,more,repeating,yes,TRUE
c19d76b092381ee3506ae463f140a4d8,architects,more,bob,first,bob,more,NA,yes,TRUE
c19d76b092381ee3506ae463f140a4d8,architects,more,bob,second,alice,less,alternating,yes,TRUE
c19d76b092381ee3506ae463f140a4d8,conversation,less,bob,first,alice,more,NA,yes,TRUE
c19d76b092381ee3506ae463f140a4d8,conversation,less,bob,second,bob,less,repeating,yes,TRUE
c19d76b092381ee3506ae463f140a4d8,restaurant,less,alice,first,alice,less,NA,yes,TRUE
c19d76b092381ee3506ae463f140a4d8,restaurant,less,alice,second,bob,more,alternating,yes,TRUE
c19d76b092381ee3506ae463f140a4d8,meeting prep,more,bob,first,alice,less,NA,yes,TRUE
c19d76b092381ee3506ae463f140a4d8,meeting prep,more,bob,second,bob,more,repeating,yes,TRUE
c19d76b092381ee3506ae463f140a4d8,groceries,equal,bob,first,alice,equal,NA,yes,TRUE
c19d76b092381ee3506ae463f140a4d8,groceries,equal,bob,second,bob,equal,repeating,yes,TRUE
c19d76b092381ee3506ae463f140a4d8,fundraising,less,bob,first,alice,more,NA,yes,TRUE
c19d76b092381ee3506ae463f140a4d8,fundraising,less,bob,second,alice,more,alternating,yes,TRUE
c19d76b092381ee3506ae463f140a4d8,coffee,more,alice,first,alice,more,NA,yes,TRUE
c19d76b092381ee3506ae463f140a4d8,coffee,more,alice,second,alice,more,repeating,yes,TRUE
c19d76b092381ee3506ae463f140a4d8,meeting location,less,alice,first,alice,less,NA,yes,TRUE
c19d76b092381ee3506ae463f140a4d8,meeting location,less,alice,second,alice,less,repeating,yes,TRUE
c19d76b092381ee3506ae463f140a4d8,housemates,equal,alice,first,alice,equal,NA,yes,TRUE
c19d76b092381ee3506ae463f140a4d8,housemates,equal,alice,second,alice,equal,repeating,yes,TRUE
c19d76b092381ee3506ae463f140a4d8,scheduling,more,alice,first,bob,less,NA,yes,TRUE
c19d76b092381ee3506ae463f140a4d8,scheduling,more,alice,second,bob,less,alternating,yes,TRUE
c19d76b092381ee3506ae463f140a4d8,feedback,less,bob,first,alice,more,NA,yes,TRUE
c19d76b092381ee3506ae463f140a4d8,feedback,less,bob,second,bob,less,repeating,yes,TRUE
c19d76b092381ee3506ae463f140a4d8,family meals,less,alice,first,bob,more,NA,yes,TRUE
c19d76b092381ee3506ae463f140a4d8,family meals,less,alice,second,alice,less,repeating,yes,TRUE
c19d76b092381ee3506ae463f140a4d8,babysitting,equal,alice,first,bob,equal,NA,yes,TRUE
c19d76b092381ee3506ae463f140a4d8,babysitting,equal,alice,second,alice,equal,repeating,yes,TRUE
c19d76b092381ee3506ae463f140a4d8,police,equal,bob,first,bob,equal,NA,yes,TRUE
c19d76b092381ee3506ae463f140a4d8,police,equal,bob,second,bob,equal,repeating,yes,TRUE
c19d76b092381ee3506ae463f140a4d8,weekend,equal,bob,first,bob,equal,NA,yes,TRUE
c19d76b092381ee3506ae463f140a4d8,weekend,equal,bob,second,bob,equal,repeating,yes,TRUE
599a951376ef0c325be465c49810227b,concerts,more,bob,first,bob,more,NA,yes,TRUE
599a951376ef0c325be465c49810227b,concerts,more,bob,second,alice,less,alternating,yes,TRUE
599a951376ef0c325be465c49810227b,babysitting,equal,alice,first,bob,equal,NA,yes,TRUE
599a951376ef0c325be465c49810227b,babysitting,equal,alice,second,bob,equal,alternating,yes,TRUE
599a951376ef0c325be465c49810227b,conversation,more,bob,first,bob,more,NA,yes,TRUE
599a951376ef0c325be465c49810227b,conversation,more,bob,second,bob,more,repeating,yes,TRUE
599a951376ef0c325be465c49810227b,architects,equal,bob,first,alice,equal,NA,yes,TRUE
599a951376ef0c325be465c49810227b,architects,equal,bob,second,bob,equal,repeating,yes,TRUE
599a951376ef0c325be465c49810227b,weekend,less,bob,first,bob,less,NA,yes,TRUE
599a951376ef0c325be465c49810227b,weekend,less,bob,second,bob,less,repeating,yes,TRUE
599a951376ef0c325be465c49810227b,restaurant,more,bob,first,alice,less,NA,yes,TRUE
599a951376ef0c325be465c49810227b,restaurant,more,bob,second,alice,less,alternating,yes,TRUE
599a951376ef0c325be465c49810227b,family meals,equal,alice,first,alice,equal,NA,yes,TRUE
599a951376ef0c325be465c49810227b,family meals,equal,alice,second,bob,equal,alternating,yes,TRUE
599a951376ef0c325be465c49810227b,scheduling,more,alice,first,bob,less,NA,yes,TRUE
599a951376ef0c325be465c49810227b,scheduling,more,alice,second,bob,less,alternating,yes,TRUE
599a951376ef0c325be465c49810227b,meeting location,more,alice,first,bob,less,NA,yes,TRUE
599a951376ef0c325be465c49810227b,meeting location,more,alice,second,alice,more,repeating,yes,TRUE
599a951376ef0c325be465c49810227b,feedback,less,bob,first,alice,more,NA,yes,TRUE
599a951376ef0c325be465c49810227b,feedback,less,bob,second,alice,more,alternating,yes,TRUE
599a951376ef0c325be465c49810227b,gifts,less,bob,first,bob,less,NA,yes,TRUE
599a951376ef0c325be465c49810227b,gifts,less,bob,second,bob,less,repeating,yes,TRUE
599a951376ef0c325be465c49810227b,housemates,more,alice,first,bob,less,NA,yes,TRUE
599a951376ef0c325be465c49810227b,housemates,more,alice,second,alice,more,repeating,yes,TRUE
599a951376ef0c325be465c49810227b,fundraising,less,alice,first,bob,more,NA,yes,TRUE
599a951376ef0c325be465c49810227b,fundraising,less,alice,second,alice,less,repeating,yes,TRUE
599a951376ef0c325be465c49810227b,police,less,alice,first,bob,more,NA,yes,TRUE
599a951376ef0c325be465c49810227b,police,less,alice,second,alice,less,repeating,yes,TRUE
599a951376ef0c325be465c49810227b,group project,equal,alice,first,alice,equal,NA,yes,TRUE
599a951376ef0c325be465c49810227b,group project,equal,alice,second,alice,equal,repeating,yes,TRUE
599a951376ef0c325be465c49810227b,coffee,equal,bob,first,bob,equal,NA,yes,TRUE
599a951376ef0c325be465c49810227b,coffee,equal,bob,second,alice,equal,alternating,yes,TRUE
599a951376ef0c325be465c49810227b,groceries,equal,bob,first,alice,equal,NA,yes,TRUE
599a951376ef0c325be465c49810227b,groceries,equal,bob,second,bob,equal,repeating,yes,TRUE
599a951376ef0c325be465c49810227b,meeting prep,less,alice,first,alice,less,NA,yes,TRUE
599a951376ef0c325be465c49810227b,meeting prep,less,alice,second,alice,less,repeating,yes,TRUE
eb1ac3f2026dca44e91105acf5a8e888,fundraising,less,bob,first,alice,more,NA,yes,TRUE
eb1ac3f2026dca44e91105acf5a8e888,fundraising,less,bob,second,bob,less,repeating,yes,TRUE
eb1ac3f2026dca44e91105acf5a8e888,meeting location,more,bob,first,alice,less,NA,yes,TRUE
eb1ac3f2026dca44e91105acf5a8e888,meeting location,more,bob,second,bob,more,repeating,yes,TRUE
eb1ac3f2026dca44e91105acf5a8e888,scheduling,more,bob,first,alice,less,NA,yes,TRUE
eb1ac3f2026dca44e91105acf5a8e888,scheduling,more,bob,second,bob,more,repeating,yes,TRUE
eb1ac3f2026dca44e91105acf5a8e888,groceries,equal,alice,first,alice,equal,NA,yes,TRUE
eb1ac3f2026dca44e91105acf5a8e888,groceries,equal,alice,second,alice,equal,repeating,yes,TRUE
eb1ac3f2026dca44e91105acf5a8e888,concerts,more,alice,first,alice,more,NA,yes,TRUE
eb1ac3f2026dca44e91105acf5a8e888,concerts,more,alice,second,alice,more,repeating,yes,TRUE
eb1ac3f2026dca44e91105acf5a8e888,architects,equal,alice,first,bob,equal,NA,yes,TRUE
eb1ac3f2026dca44e91105acf5a8e888,architects,equal,alice,second,alice,equal,repeating,yes,TRUE
eb1ac3f2026dca44e91105acf5a8e888,babysitting,equal,bob,first,alice,equal,NA,yes,TRUE
eb1ac3f2026dca44e91105acf5a8e888,babysitting,equal,bob,second,alice,equal,alternating,yes,TRUE
eb1ac3f2026dca44e91105acf5a8e888,group project,equal,bob,first,bob,equal,NA,yes,TRUE
eb1ac3f2026dca44e91105acf5a8e888,group project,equal,bob,second,bob,equal,repeating,yes,TRUE
eb1ac3f2026dca44e91105acf5a8e888,coffee,equal,alice,first,bob,equal,NA,yes,TRUE
eb1ac3f2026dca44e91105acf5a8e888,coffee,equal,alice,second,bob,equal,alternating,yes,TRUE
eb1ac3f2026dca44e91105acf5a8e888,police,less,bob,first,bob,less,NA,yes,TRUE
